b'@Pinkuizback @_garrywalia @ModiLeDubega pro nahi anti caa tha be',b'1232188817345581061',b'laxman TPN',b'LaxmanJaat88',"b'Barmer, India'",b'',b'233',b'343',b'0',b'7782',b'2483',b'False',b'False',b'True',b'False',b'2010-05-07 04:05:46'
"b'Basically both anti and pro CAA protests have now been hijacked through violent goons, with the sole objective of g\\u2026 https://t.co/M7oDhqyraJ'",b'1232142954602602497',b'Anil Acharya',b'aa3132',b'',b'Aam Aadmi supporter of @aamaadmiparty and @arvindkejriwal',b'2388',b'319',b'48',b'48222',b'4963',b'False',b'False',b'True',b'False',b'2010-07-12 10:53:15'
b'@wordpadded @sayanigupta By the way who did it ??\\n\\n-lynching of Neeraj Prajapati for supporting CAB\\u2026 https://t.co/5BthKGgEch',b'1232142932943097857',b'samarthtiwari',b'samarthtiwari',b'',b'',b'18',b'45',b'0',b'4365',b'1952',b'False',b'False',b'True',b'False',b'2010-06-30 01:42:04'
"b'@Kritika_Kamra \\u0939\\u0940 \\u092c\\u093e\\u0935\\u0933\\u091f \\u092a\\u094b\\u0930\\u0917\\u0940 \\u0906\\u0924\\u093e \\u0926\\u0947\\u0936\\u093e\\u0932\\u093e Pro CAA  \\u0906\\u0923\\u093f anti CAA \\u0936\\u093f\\u0915\\u0935\\u0947\\u0932...\\n\\n\\u0939\\u093f\\u091a\\u094d\\u092f\\u093e \\u0921\\u0902\\u092c \\u091f\\u093f\\u0935\\u094d\\u0939\\u0940 \\u092e\\u093e\\u0932\\u093f\\u0915\\u093e \\u0915\\u094b\\u0923\\u0940 \\u092a\\u0939\\u093e\\u0924 \\u0928\\u093e\\u0939\\u0940,\\u2026 https://t.co/ixZsHKVLhw'",b'1232142897862127618',b'Rohit Kashyap',b'MaharashtraMaz6',"b'New Delhi, India'",b'Madly in Love with my India \\u2764\\ufe0f Madly in Love with my Indian Army \\u2764\\ufe0f Madly in Love with my Nationalism \\u2764\\ufe0f',b'15',b'252',b'0',b'265',b'296',b'False',b'False',b'True',b'False',b'2019-11-19 21:25:38'
b'@VijaytaL @BhavikaKapoor5 Pro CAA rally (terrori\\xa7t\\xa7) \\n\\nInstigated by @KapilMishra_IND\\nProvoked by @ianuragthakur\\nAg\\u2026 https://t.co/l1B8kbhJMg',b'1232142726138822656',b'\\U0001f182.\\U0001f183.\\U0001f170.\\U0001f17b.\\U0001f17a.\\U0001f174.\\U0001f181',b'Tweets_E_Azam',b'Kailaasa',"b""Don't mistake my kindness for weakness. I am kind to everyone, but when someone is unkind to me, weak is not what you are going to remember about me \\U0001f3af""",b'498',b'1153',b'5',b'11302',b'7671',b'False',b'False',b'False',b'False',b'2011-07-06 11:01:33'
b'@RichaChadha @GAUAHAR_KHAN @DelhiPolice Ek baat note kre\\nNews reporter sirf pro CAA ki supporter ke beech se hi rep\\u2026 https://t.co/tcUvJArJUO',b'1232142655624183808',b'Vikrant Singh',b'Vikrantsingh44',b'New Delhi',b'mere bare me mein ni janta  mere khyal se koi bi apne aapko ni janta',b'4',b'68',b'0',b'136',b'85',b'False',b'False',b'True',b'False',b'2011-03-11 14:46:23'
b'@anuragkashyap72 Wrong Pro CAA means anti radical Islamist',b'1232142642999255040',b'Vikas Sharma',b'vikassharma3330',b'',b'',b'58',b'239',b'0',b'305',b'32',b'False',b'False',b'True',b'False',b'2010-05-18 13:26:57'
b'So now pro CAA and anti CAA are new terms for Hindu Muslim? Honestly feel the media should stop pitching this divid\\u2026 https://t.co/5GSRxBVUJJ',b'1232142628914786304',b'Niti Jain',b'jainniti',b'India',b'A @BJP4India voice on National Media| Founder @Astaabrata | Author | https://t.co/05ObmaIK4t (IT) | MBA (Marketing & Finance) | MA (Creative Writing) | LLB | Advertising |',b'1805',b'552',b'22',b'10903',b'3788',b'False',b'False',b'False',b'False',b'2010-02-08 09:15:25'
b'And wat on earth is pro CAA? A protest is a protest. https://t.co/HdgI3lBZYs',b'1232142607754592256',b'Ashima Sharda',b'ShardaAshima',b'New Delhi',b'Artist with a vision. \\n\\nHuman with compassion. \\n\\nBelieve that education is the key to development.',b'764',b'170',b'2',b'15745',b'39185',b'False',b'False',b'True',b'False',b'2018-10-09 05:55:26'
"b'WOW dude look at the balls of such ppl , this is what is being in news today . shahrukh a muslim shot at police , a\\u2026 https://t.co/gNu5SeCtIu'",b'1232142605460393984',b'BEST PM RAO',b'freemarketbihar',b'',b'proud bihari . free markets and end of socialism leads to a happy world #sellthebanks',b'134',b'513',b'1',b'3535',b'4675',b'False',b'False',b'True',b'False',b'2010-04-20 09:51:08'
"b""@Kritika_Kamra must have been done by pro caa group..\\nHaina ma'am https://t.co/L4HFssszSY""",b'1232142485679476738',b'Abhi \\U0001f1ee\\U0001f1f3',b'OptimisticAbhi_',b'\\u0928\\u0930\\u094d\\u092e\\u0926\\u093e \\u0915\\u093f\\u0928\\u093e\\u0930\\u0947!!!!',b'!.CA\\U0001f1ee\\U0001f1f3Indian\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\n#MakeIndiaGreatAgain\\nSmile... laugh.. love ...live',b'221',b'420',b'0',b'6624',b'5024',b'False',b'False',b'False',b'False',b'2016-02-06 13:22:02'
b'@mukta150 @crazyritam @kriratna @AmitShah @narendramodi Paani mai Dub marne ki zarurat aap ko hai kyuki aap Shaheen\\u2026 https://t.co/Xirl0NSdHW',b'1232142465886572544',b'Aatmik Bhatt',b'Crypto_Aatmik',b'India',b'$XRP $XVG $TRX $LTC $XLM $ADA $BAT $MANA $ZIL $EOS $ETC $ZRX $ICX $IOTA',b'42',b'81',b'0',b'456',b'151',b'False',b'False',b'True',b'False',b'2017-12-14 20:35:38'
b'@WriterKamalU \\u092f\\u0947 \\u091c\\u094b \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0939\\u0948 \\u0905\\u092c \\u0935\\u094b Anti-CAA \\u0914\\u0930 Pro- CAA \\u0915\\u0947 \\u0905\\u0928\\u094d\\u0924\\u0930\\u094d\\u0917\\u0924 \\u0906\\u0924\\u0940 \\u0939\\u0941\\u0908 \\u092a\\u094d\\u0930\\u0924\\u0940\\u0924 \\u0939\\u094b \\u0930\\u0939\\u0940 \\u0939\\u0948\\u0964',b'1232142441429569538',b'User \\u091c\\u0940',b'lr9595',b'India',"b""Personal opinions don't bother of these.""",b'248',b'118',b'3',b'6653',b'10852',b'False',b'False',b'False',b'False',b'2014-07-09 04:14:10'
"b""@ReallySwara These so-called 'pro-CAA' protesters (really? pro and protesters at the same time) don't talk about th\\u2026 https://t.co/4WGU4icTXW""",b'1232142436237004800',b'Md Nazeer',b'Md_Nazeer_INDIA',"b'\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924'",b'ESL teacher; Feminist; Egalitarianist!',b'14',b'114',b'0',b'1558',b'3027',b'False',b'False',b'True',b'False',b'2020-01-08 07:59:11'
"b'@BDUTT When you are talking about unfortunate police officer Ratan Lal who died, why you want trivialise issue by b\\u2026 https://t.co/bLBjKigdsO'",b'1232142431467913217',b'pradeep_bhagat',b'pradeep_bhagat',b'',b'',b'26',b'188',b'0',b'3322',b'269',b'False',b'False',b'True',b'False',b'2007-12-30 02:51:51'
"b'Why pro CAA protest,its law now &amp; @AmitShah said wont take back by one inch,so pro CAA ppl need not worry,apply for\\u2026 https://t.co/NCJlyiUfUD'",b'1232142421573734401',b'K.R.Dave\\U0001f1ee\\U0001f1f3',b'krdave',"b'Mumbai, India'","b'Engineer,Country First,One abuse & blocked,tweets personal opinion,Tweets for national social cause and interaction with friends.RTs are not endorsement,'",b'13041',b'9064',b'52',b'140682',b'420689',b'False',b'False',b'False',b'False',b'2010-04-13 10:37:24'
"b'#DelhiBurning \\nDear @ttindia , this is not pro-CAA or anti-CAA, it is preplanned communal violence by muslim, minor\\u2026 https://t.co/OSbDy6I97T'",b'1232142420827103232',b'Punit Kumar',b'kumarpunit',b'Munger',b'',b'89',b'204',b'0',b'1308',b'10402',b'False',b'False',b'False',b'False',b'2010-02-27 17:29:03'
"b'Pro CAA protesters! Try being pro- MGNREGA protesters, pro- Food Security Act protesters, pro- RTE protesters, pro-\\u2026 https://t.co/Ic0a0lX7Ie'",b'1232142391080914944',b'Anup Tripathi',b'anuptripathi',b'India',b'Academic',b'490',b'2245',b'4',b'979',b'21519',b'False',b'False',b'False',b'False',b'2009-07-12 05:08:28'
"b'@VishalDadlani How can U r saying so firmly,that Pro CAA side did this,when the Investigation has proven to be done\\u2026 https://t.co/IgUeWFxOAn'",b'1232142235942162432',b'P.H. \\U0001f1ee\\U0001f1f3',b'Maratha_Putra',"b'Maharashtra, India'","b'\\u0964\\u0964 \\u0917\\u0930\\u094d\\u0935\\u091a \\u0928\\u0939\\u0940 \\u0924\\u0930 \\u092e\\u093e\\u091c \\u0906\\u0939\\u0947 \\u092e\\u0930\\u093e\\u0920\\u0940 \\U0001f5e1 \\u0905\\u0938\\u0932\\u094d\\u092f\\u093e\\u091a\\u093e,\\u0939\\u093f\\u0928\\u094d\\u0926\\u0942 \\U0001f549 \\u0905\\u0938\\u0932\\u094d\\u092f\\u093e\\u091a\\u093e,\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\U0001f1ee\\U0001f1f3 \\u0905\\u0938\\u0932\\u094d\\u092f\\u093e\\u091a\\u093e \\u0964\\u0964\\U0001f6a9 \\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930\\u0927\\u0930\\u094d\\u092e,\\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930 \\u0938\\u0941\\u0930\\u0915\\u094d\\u0937\\u093e \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u093f\\U0001f6a9'",b'165',b'360',b'0',b'6364',b'5417',b'False',b'False',b'True',b'False',b'2019-09-17 07:34:17'
"b""@tetravera FYI, here is coverage of today's riot from a. Indian paper renowned for being editorially centre left.\\u2026 https://t.co/kmKAxI0vF7""",b'1232142215251714048',b'byker bemused',b'bykerseven',b'',"b""Hanlon's Razor: Never attribute to malice that which is adequately explained by stupidity. | \\u2692""",b'227',b'263',b'10',b'26606',b'92417',b'False',b'False',b'False',b'False',b'2011-09-21 12:18:12'
b'@ReallySwara @DelhiPolice Idiot look at this. Pro CAA Hindus helping police. https://t.co/HeYRSYLslA',b'1232142205222969344',b'Rakshith\\U0001f1ee\\U0001f1f3',b'rakshith_dv',"b'Bengaluru South, India'",b'A Nationalist | Proud Hindu | Indian Army Lover | Social Worker by Nature and Software Developer by Profession',b'120',b'417',b'0',b'979',b'4218',b'False',b'False',b'True',b'False',b'2017-07-25 07:15:37'
b'@daniyalbm This is Shahrukh. \\nDoes he look like a pro CAA protester?\\n\\nShaheen Bagh was like one big fat Indian wedd\\u2026 https://t.co/d9rsjek1zo',b'1232142175917486081',b'\\u0938\\u0936\\u0915\\u094d\\u0924 \\u092d\\u093e\\u0930\\u0924',b'bpjIndia',b'\\u0930\\u093e\\u091c\\u0938\\u094d\\u0925\\u093e\\u0928',b'~\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f ~\\u092e\\u094b\\u0926\\u0940 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915 ~\\u0935\\u093f\\u0926\\u094d\\u092f\\u0941\\u0924 \\u0905\\u092d\\u093f\\u092f\\u0902\\u0924\\u093e ~\\u5350~\\U0001f549~\\u269b~\\U0001f52f',b'1252',b'499',b'25',b'88717',b'3496',b'False',b'False',b'False',b'False',b'2011-08-18 04:39:54'
b'@NrcProtest This is Shahrukh. \\nDoes he look like a pro CAA protester?\\nShaheen Bagh was like one big fat Indian wedd\\u2026 https://t.co/CAdTX2c6oL',b'1232142169827397632',b'\\u0938\\u0936\\u0915\\u094d\\u0924 \\u092d\\u093e\\u0930\\u0924',b'bpjIndia',b'\\u0930\\u093e\\u091c\\u0938\\u094d\\u0925\\u093e\\u0928',b'~\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f ~\\u092e\\u094b\\u0926\\u0940 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915 ~\\u0935\\u093f\\u0926\\u094d\\u092f\\u0941\\u0924 \\u0905\\u092d\\u093f\\u092f\\u0902\\u0924\\u093e ~\\u5350~\\U0001f549~\\u269b~\\U0001f52f',b'1252',b'499',b'25',b'88717',b'3496',b'False',b'False',b'False',b'False',b'2011-08-18 04:39:54'
b'3/ consequences on the ground. One of those is the mounting countrywide protests against the CAA and another emergi\\u2026 https://t.co/kclQDODK8m',b'1232142064999002114',b'K V DHANANJAY',b'dhananjaylegal',b'Bangalore and New Delhi',"b'Advocate - the Supreme Court, Delhi High Court and the Karnataka High Court'",b'91',b'54',b'0',b'276',b'11',b'False',b'False',b'True',b'False',b'2009-04-06 02:58:28'
b'We have seen 72 days of Anti CAA peaceful protest and now we have seen Pro CAA violent protest which leads to\\u2026 https://t.co/FeuVl9Qx11',b'1232141920295686144',b'Fahim Talat Naglekar',b'fahimnaglekar',b'Ratnagiri ',b'check on facebook https://t.co/wAYGjX6qZ4',b'52',b'447',b'3',b'1888',b'1010',b'False',b'False',b'False',b'False',b'2009-07-06 07:24:58'
b'So @ttindia shows the man with the gun who has been exposed as the person belonging to minority religion and in ant\\u2026 https://t.co/IQNbFLtQGx',b'1232141884610564096',b'Patla Aalo',b'PatlaAalo',b'',b'trying to better myself always\\nMy 1st account of 9 yrs was suspended due to Twitter biases\\n#SHRADDHAaurSABURI',b'98',b'1126',b'0',b'8182',b'20854',b'False',b'False',b'True',b'False',b'2019-08-09 16:14:43'
b'Pro CAA means anti - Jihadi hai.. bus aur kuch nai.. https://t.co/5MjtjhqXPb',b'1232141831279869952',b'Modi-Fied Indian',b'ROFL_Bharat',b'',"b'Sadist, Entertainer, Genius, Billionaire, Philanthropist.. and anything which helps you make money .. old account @ROFL_India'",b'59',b'119',b'0',b'1068',b'288',b'False',b'False',b'True',b'False',b'2015-08-11 13:04:21'
b'@VishalDadlani January me bus or trains tere baaps jalaye the kya? Us waqt police pe ilzam is waqt Pro CAA walO pe\\u2026 https://t.co/ZwPlMHNY6N',b'1232141724564250626',b'_iDev\\xb0',b'Rathod_iDev',"b'Bharatvarsh, Bengaluru\\U0001f1ee\\U0001f1f3'",b'',b'106',b'96',b'0',b'3645',b'4136',b'False',b'False',b'True',b'False',b'2015-07-30 00:35:24'
"b'India: CAA supporters attack Muslims at Delhi protest, hurl stones and petrol bombs https://t.co/pAytYrnZe3'",b'1232141678212980736',b'Ex-Muslims of North America',b'ExmuslimsOrg',b'',"b'EXMNA advocates for acceptance of religious dissent, promotes secular values, and aims to reduce discrimination faced by those who leave Islam.'",b'33755',b'85',b'335',b'16502',b'256',b'False',b'False',b'False',b'False',b'2013-08-14 17:07:45'
b'@KillerCool13 @lilgummybear__ @Kritika_Kamra Joker knew what was right. The thing is we all are biased. Knowing tha\\u2026 https://t.co/x8uaz4Wk4C',b'1232141670449238016',b'[C]haos',b'Kyu_Pid_',b'',b'Finding order in chaos.\\nEngineer.\\nSpiritual.\\nSpace Enthusiast.',b'10',b'85',b'0',b'87',b'610',b'False',b'False',b'True',b'False',b'2019-12-30 17:23:40'
b'In this thread.\\n A reporter from @republic says those who protesting against #CAA_NRC_NPR were the once broke into\\u2026 https://t.co/WD2q1uDEqt',b'1232141638383702016',b'Kathiravan Gnanasekaran',b'kathiraspire',b'thanjavur',b'humble human',b'1234',b'196',b'16',b'65416',b'77884',b'False',b'False',b'True',b'False',b'2013-08-20 15:45:54'
"b""@abhijitmajumder Kapil Mishra is absolutely right n it's high time we pro CAA n Hindus came together n throw these\\u2026 https://t.co/nB77e9iN6s""",b'1232141462076157952',b'Mohan Balan',b'MohanBalan9',b'',b'I am a perfectionist',b'0',b'0',b'0',b'3',b'1',b'False',b'False',b'True',b'False',b'2020-02-20 17:31:33'
"b'According to this report in the Hindu, it was pro CAA folks beating up minority communities members. https://t.co/oLdDPhbH3L'",b'1232141449342275584',b'Dog lover',b'libertariandesi',b'NCR',"b'Believe in freedom, liberty, capitalism and free trade. A swing voter. Generally classified as a Right Libertarian.Grandson & Great-grandson of freedom fighters'",b'3536',b'427',b'83',b'3412',b'16016',b'False',b'False',b'False',b'False',b'2009-03-19 20:23:50'
b'5 people have died as of now in the violence which erupted yesterday between pro and anti CAA protesters in delhi.\\u2026 https://t.co/iPfXofJakE',b'1232141331335655424',b'Pushkar Rai',b'PushkarRai19',b'',"b'Student, teen and anxious'",b'13',b'77',b'0',b'65',b'12983',b'False',b'False',b'True',b'False',b'2019-03-03 02:12:53'
"b""What on earth is a 'pro CAA protestor'? When the government is adamant that it will implement CAA no matter what, w\\u2026 https://t.co/Gb9Aj5aW7s""",b'1232141257012469765',b'Zainab',b'ZAINAB1402',"b'Gurgaon, Haryana'",b'The Soul That Sees Beauty\\xa0May Sometimes Walk Alone\\xa0\\U0001f341',b'53',b'277',b'0',b'1382',b'710',b'False',b'False',b'False',b'False',b'2013-01-27 13:41:24'
"b'@DevjyotGhoshal @_YogendraYadav @ANI @ndtv @washingtonpost @AlJazeera @ALJADEEDNEWS @cnnbrk @CNN @cnni hello , plea\\u2026 https://t.co/Vwh1Wwf4y0'",b'1232141216134778880',b'AARIF HUSSAIN',b'ahussain399',b'',b'',b'29',b'83',b'0',b'9',b'10',b'False',b'False',b'True',b'False',b'2014-11-11 06:46:32'
b'@anuragkashyap72 @ReallySwara Pahle caa ka matlab to samjh lo. Pro caa ka baad me samjhna.',b'1232141192726376450',b'keshav dwivedi',b'keshavdwivedi',b'Pune',b'',b'19',b'94',b'0',b'820',b'454',b'False',b'False',b'True',b'False',b'2010-02-06 06:43:23'
b'@Kritika_Kamra let us not call you @Kritika_Kamra but a filthy scum blindly\\nsupporting jihadis. lets also call anti\\u2026 https://t.co/u801bUGq8R',b'1232141184581226496',b'shree acaharya mishra',b'AcahryaShree',b'',"b'rss swayemsevak, Savarkar fan, hindu tanman hindu Jeevan rag rag hindu mera parichaya'",b'3',b'186',b'0',b'237',b'139',b'False',b'False',b'True',b'False',b'2017-04-03 15:30:56'
b'While the so-called Anti &amp; Pro CAA Protestors warm their seats and continue their rant here on Twitter! The innocen\\u2026 https://t.co/WfNS7f58gN',b'1232141177589305345',b'Kaushal Bhatt',b'kaushaltwits',"b'Ahmedabad, India'","b'Digital Evangelist, Intrapreneur, Storyteller, Traveler, Celebrity Chef at Home, Gunner, Politically Atheist, Imperfect Teacher and a Perfect Student!'",b'156',b'101',b'40',b'1990',b'515',b'False',b'False',b'False',b'False',b'2010-05-29 04:45:58'
b'@SushantSin Sushant Pro CAA like me want our voice of sanity to prevail. We want to show solidarity towards this ac\\u2026 https://t.co/a9jPSjr9XR',b'1232141088451751936',b'Bharat Mata ki Jai',b'HemanNamo',b'New Delhi',b'support India',b'32957',b'414',b'163',b'106292',b'31625',b'False',b'False',b'False',b'False',b'2010-12-12 12:15:04'
b'True. Thanks for correcting the terminology but thats what is being everywhere it seems... \\u201cPro CAA protests\\u201d. It i\\u2026 https://t.co/aB6lZWgGKQ',b'1232141080465944577',b'suman ghosh',b'SumanGhosh1530',"b'Miami, FL'","b'Filmmaker...Professor. Films- Podokkhep, Nobel Chor, Kadambari, Shyamal Uncle...Peace Haven, The Argumentative Indian, Aadhaar'",b'3025',b'290',b'5',b'2489',b'2967',b'False',b'False',b'True',b'False',b'2010-12-03 15:41:07'
b'@manazirahsan190 @ANI https://t.co/C8B3xa4sSM',b'1232141076913197056',b'NSKR',b'SATISHKUMARN9',b'',b'MBBS student !!\\nKalyan Fan !! \\nModi Admirer !! !ntroVerT\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\nAUR EH DESH SE PYAARA KOI AUR NAHI \\u2764\\ufe0f\\U0001f1ee\\U0001f1f3',b'94',b'294',b'0',b'11674',b'10843',b'False',b'False',b'True',b'False',b'2015-03-19 13:47:46'
"b""@TruthFi36229349 @vijay84g @someshjha7 Haven't you seen even Mr Amit Shah going to reach corners taking about CAA.\\u2026 https://t.co/IQQhAgR859""",b'1232141011326885888',b'Logical Voter',b'logicalvoter',"b'Bengaluru, India'",b'Lets be logical and get India out of this third class politics.',b'225',b'699',b'0',b'10813',b'81796',b'False',b'False',b'True',b'False',b'2018-02-18 05:44:31'
b'@VishalDadlani That is because anti CAA wanted pro CAA group to just tolerate the nonsense... The moment pro CAA ga\\u2026 https://t.co/I1xBSocswn',b'1232140986547134464',b'Milind Joshipura',b'MilindJoshipura',"b'Ahmadabad City, India'",b'Professor in Chemical Engineering at Nirma University',b'101',b'190',b'0',b'831',b'2517',b'False',b'False',b'True',b'False',b'2016-09-20 05:23:07'
"b""It is high time for you @TheTweetOfGod to appear in India and tell the message that you actually don't exist such t\\u2026 https://t.co/QxgmXpMR4x""",b'1232140885027983360',b'Accidental IT Employee',b'krishna_harish9',"b'Bengaluru, India'",b'An Observer',b'78',b'350',b'0',b'907',b'6703',b'False',b'False',b'True',b'False',b'2010-08-11 12:52:20'
b'@mr_garati @KapilMishra_IND its not abt being neutral.  koi bhi kuch kahe aur itni jldi danga ho jae ye sunne me ac\\u2026 https://t.co/pzwYg39J0e',b'1232140846134448129',b'Saket sharma',b'crazysakuu',b'Delhi / Hazaribag ',b'Founder  - WE SAVE FOUNDATION ( Women Empowered Society Against Violence & Exploitation ) |\\nFeminist \\U0001f64b | Centrist \\U0001f60e | Sports Lover \\U0001f3cf| Relationship Coach \\U0001f49e\\U0001f49d',b'200',b'50',b'0',b'5677',b'3541',b'False',b'False',b'False',b'False',b'2011-11-17 11:41:13'
b'https://t.co/S2PWQbjh6c',b'1232140842606919680',b'Raman Kumar Mandal',b'IAmAsliRaman',"b'New Delhi, India'","b'Politics, Human Rights, Views R Personal'",b'355',b'1763',b'0',b'8647',b'124453',b'False',b'False',b'True',b'False',b'2018-06-12 09:55:11'
b'@AxiJ5 @kamalsharmaok @dilipkpandey @_aftabalamkhan @AamAadmiParty Kamal you are restaurant owner? You are a photog\\u2026 https://t.co/vLZW2q3DBN',b'1232140682137153537',b'Sanjeev Chadha',b'sanjeevchadha8',"b'New Delhi, India'",b'Modi Version 2.0 begin.  We will get everything but Not an ACTION ON CORRUPT . This is my India and I Love My India. Ex Banker',b'932',b'419',b'7',b'100885',b'35548',b'False',b'False',b'False',b'False',b'2013-07-21 06:51:16'
b'The simple question is that why would a pro CAA protester choose this time to resort to violence when a foreign pre\\u2026 https://t.co/o0qM8JrP5Y',b'1232140455321538560',b'Sudhakar Singh',b'Sudhakar_Singh_',b'India',b'Flaneur',b'50',b'191',b'0',b'251',b'3173',b'False',b'False',b'True',b'False',b'2011-08-04 06:11:46'
b'@SumanGhosh1530 @mehtahansal @suman...we are wrongly terming it as pro CAA protest ...pro CAA support it should be\\u2026 https://t.co/6f71NtyeW9',b'1232140374044479488',b'Omkar Bhattacharya',b'ombhattacharya',b'New Delhi',"b'ThePrint !\\nSubstance of Print, Speed of Digital'",b'526',b'491',b'9',b'18876',b'42311',b'False',b'False',b'True',b'False',b'2013-01-24 16:03:27'
"b""@Kritika_Kamra If Hindus didn't want to share same rights with Muslims then they would have not accepted them in th\\u2026 https://t.co/Goudp9TAys""",b'1232140371427115010',b'Alwayz Right \\U0001f1ee\\U0001f1f3',b'ParthChakravar2',b'India',"b""Always Right - Nation first, nothing comes second ! Let's together build a United Bharat ! Views are my own ! RT doesn't mean endorsement ! Jai Hind!!""",b'261',b'474',b'0',b'1455',b'360',b'False',b'False',b'True',b'False',b'2019-05-21 12:17:27'
"b""@ndtv why is it that pro CAA supporters aren't allowed to show solidarity? Why is it they are attacked and threaten\\u2026 https://t.co/H8rFMfWG9w""",b'1232140369896366080',b'NARADA',b'butatke',b'',b'\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913\\U0001f913',b'56',b'8',b'4',b'5692',b'30',b'False',b'False',b'False',b'False',b'2011-06-30 13:31:36'
"b'@rose_k01 They are pro CAA people , not even a single person having a cap , r Muslim beards'",b'1232140285703909378',b'bjp 4 fake news',b'bjp4fakenews',b'',b'hater of bjp and it\\u2019s fake news . bjp \\u0baa\\u0bbf\\u0b9f\\u0bbf\\u0b95\\u0bcd\\u0b95\\u0bbe\\u0ba4\\u0bc1 \\u0b85\\u0ba4\\u0ba9\\u0bcd \\u0baa\\u0bca\\u0baf\\u0bcd \\u0b9a\\u0bc6\\u0baf\\u0bcd\\u0ba4\\u0bbf\\u0b95\\u0bb3\\u0bcd \\u0bae\\u0bc1\\u0b9f\\u0bcd\\u0b9f\\u0bbe\\u0bb3\\u0bcd \\u0b9a\\u0b99\\u0bcd\\u0b95\\u0bbf \\u0bae\\u0b99\\u0bcd\\u0b95\\u0bbf \\u0ba4\\u0bbe\\u0ba9\\u0bcd \\u0ba8\\u0bae\\u0bcd\\u0baa\\u0bc1\\u0bb5\\u0bbe\\u0bb0\\u0bcd\\u0b95\\u0bb3\\u0bcd \\u0b86\\u0b95\\u0bb5\\u0bc7 \\u0bae\\u0bc1\\u0b9f\\u0bcd\\u0b9f\\u0bbe\\u0bb3\\u0bcd \\u0b9a\\u0b99\\u0bcd\\u0b95\\u0bbf \\u0bae\\u0b99\\u0bcd\\u0b95\\u0bbf \\u0baa\\u0b9a\\u0b99\\u0bcd\\u0b95\\u0bb3\\u0bcd \\u0b8e\\u0ba9\\u0bcd\\u0ba9\\u0bbf\\u0b9f\\u0bae\\u0bcd \\u0ba4\\u0bb3\\u0bcd\\u0bb3\\u0bbf \\u0b87\\u0bb0\\u0bc1',b'555',b'2081',b'1',b'3273',b'22947',b'False',b'False',b'True',b'False',b'2019-01-04 20:19:14'
b'@VishalDadlani Violence was started by anti CAA... road blocked by anti caa....  but blame it on pro caa...',b'1232140272332656641',b'Synil',b'Synil6',b'',b'Jai Siyaram',b'52',b'407',b'0',b'5750',b'2544',b'False',b'False',b'True',b'False',b'2019-09-08 06:52:36'
"b'@VishalDadlani FACTS \\n\\n1. There was violence by Jihadis even earlier. Buses burnt, stones pelted on police \\n\\n2. Whe\\u2026 https://t.co/oeM7OIZW7G'",b'1232140235183509504',"b'\\U0001f1ee\\U0001f1f3 \\u0938\\u0924\\u094d\\u092f\\u092e, \\u0936\\u093f\\u0935\\u092e, \\u0938\\u0941\\u0902\\u0926\\u0930\\u092e \\U0001f1ee\\U0001f1f3'",b'SatyshivS',b'\\u092d\\u093e\\u0930\\u0924',"b'(Tweet on Economics, Mathematics, Religion, History & Politics) If it is not truth, beneficial or beautiful, it has no meaning to me'",b'440',b'796',b'1',b'10558',b'4699',b'False',b'False',b'False',b'False',b'2018-09-30 06:53:45'
"b'@NareshSoniIASA @GujjarAshok20 @VipinRathaur @abhisar_sharma @AmitShah Muja mat sikhao,  mera cousin wha fasa hua t\\u2026 https://t.co/eMNjUoPXFH'",b'1232140222919405569',b'raaj',b'raajhumanitarin',b'India',b'#humanbeing #humanity #peaceful.',b'25',b'101',b'0',b'729',b'2568',b'False',b'False',b'True',b'False',b'2019-08-06 14:55:58'
b'@swapan55 Swapan babu I totally agree with you! How can some one do pro caa protest and do goonism in every where w\\u2026 https://t.co/8vgvhlrENS',b'1232140104275255296',b'Tintin',b'Whoami77216094',b'',b'A human being.',b'8',b'408',b'0',b'729',b'1030',b'False',b'False',b'True',b'False',b'2019-02-13 11:27:11'
